0.0 0  -1  8  0
0.05 -0.0571686950844  -0.99960689206  7.95000987899  0.0
0.1 -0.114389136308  -0.999208809245  7.90003954008  0.0
0.15 -0.171662054635  -0.998805658618  7.85008923422  0.0
0.2 -0.228988196577  -0.998397344922  7.80015921716  0.0
0.25 -0.286368324453  -0.997983770533  7.7502497495  0.0
0.3 -0.343803216801  -0.99756483539  7.70036109677  0.0
0.35 -0.401293668824  -0.997140436923  7.65049352959  0.0
0.4 -0.458840492858  -0.996710469971  7.60064732375  0.0
0.45 -0.516444518858  -0.996274826708  7.5508227604  0.0
0.5 -0.574106594905  -0.995833396554  7.50102012614  0.0
0.55 -0.631827587724  -0.995386066092  7.45123971316  0.0
0.6 -0.689608383231  -0.994932718973  7.40148181941  0.0
0.65 -0.747449887092  -0.99447323583  7.35174674873  0.0
0.7 -0.805353025308  -0.994007494172  7.30203481102  0.0
0.75 -0.863318744817  -0.993535368292  7.25234632238  0.0
0.8 -0.921348014121  -0.993056729156  7.20268160527  0.0
0.85 -0.979441823936  -0.992571444296  7.1530409887  0.0
0.9 -1.03760118787  -0.992079377698  7.1034248084  0.0
0.95 -1.09582714311  -0.991580389684  7.05383340698  0.0
1.0 -1.15412075116  -0.99107433679  7.00426713415  0.0
1.05 -1.21248309861  -0.990561071641  6.95472634687  0.0
1.1 -1.27091529787  -0.990040442813  6.90521140959  0.0
1.15 -1.32941848805  -0.989512294705  6.85572269443  0.0
1.2 -1.38799383575  -0.988976467388  6.8062605814  0.0
1.25 -1.44664253597  -0.988432796461  6.75682545863  0.0
1.3 -1.50536581301  -0.987881112896  6.70741772258  0.0
1.35 -1.56416492145  -0.987321242876  6.65803777827  0.0
1.4 -1.62304114707  -0.986753007628  6.60868603957  0.0
1.45 -1.68199580798  -0.986176223247  6.55936292938  0.0
1.5 -1.7410302556  -0.985590700519  6.51006887997  0.0
1.55 -1.80014587584  -0.984996244725  6.46080433319  0.0
1.6 -1.85934409021  -0.984392655448  6.41156974076  0.0
1.65 -1.91862635709  -0.983779726367  6.36236556459  0.0
1.7 -1.97799417295  -0.983157245039  6.31319227706  0.0
1.75 -2.03744907366  -0.98252499268  6.26405036132  0.0
1.8 -2.09699263593  -0.981882743927  6.21494031164  0.0
1.85 -2.15662647865  -0.981230266595  6.16586263372  0.0
1.9 -2.21635226446  -0.980567321426  6.11681784507  0.0
1.95 -2.27617170127  -0.979893661818  6.06780647532  0.0
2.0 -2.33608654393  -0.979209033552  6.01882906665  0.0
2.05 -2.39609859588  -0.978513174497  5.96988617413  0.0
2.1 -2.45620971098  -0.977805814312  5.92097836616  0.0
2.15 -2.51642179536  -0.977086674125  5.87210622487  0.0
2.2 -2.57673680936  -0.976355466205  5.82327034655  0.0
2.25 -2.63715676957  -0.975611893612  5.77447134212  0.0
2.3 -2.69768375096  -0.974855649837  5.72570983759  0.0
2.35 -2.75831988915  -0.974086418422  5.67698647455  0.0
2.4 -2.8190673827  -0.973303872559  5.62830191065  0.0
2.45 -2.87992849561  -0.972507674681  5.57965682019  0.0
2.5 -2.94090555986  -0.97169747602  5.53105189462  0.0
2.55 -3.00200097813  -0.970872916151  5.4824878431  0.0
2.6 -3.06321722662  -0.970033622516  5.43396539315  0.0
2.65 -3.12455685805  -0.969179209922  5.38548529123  0.0
2.7 -3.18602250474  -0.96830928001  5.33704830337  0.0
2.75 -3.24761688194  -0.967423420707  5.2886552159  0.0
2.8 -3.30934279126  -0.966521205647  5.2403068361  0.0
2.85 -3.37120312428  -0.965602193557  5.19200399294  0.0
2.9 -3.4332008664  -0.964665927623  5.14374753785  0.0
2.95 -3.49533910087  -0.963711934816  5.09553834552  0.0
3.0 -3.55762101299  -0.96273972519  5.0473773147  0.0
3.05 -3.62004989459  -0.961748791134  4.99926536911  0.0
3.1 -3.68262914875  -0.960738606598  4.9512034583  0.0
3.15 -3.74536229477  -0.959708626268  4.90319255861  0.0
3.2 -3.80825297338  -0.958658284707  4.85523367416  0.0
3.25 -3.87130495231  -0.957586995442  4.80732783787  0.0
3.3 -3.93452213213  -0.956494150009  4.75947611253  0.0
3.35 -3.99790855244  -0.955379116946  4.71167959196  0.0
3.4 -4.0614683984  -0.954241240726  4.66393940214  0.0
3.45 -4.12520600767  -0.953079840641  4.61625670247  0.0
3.5 -4.18912587778  -0.951894209622  4.56863268704  0.0
3.55 -4.25323267383  -0.950683612987  4.52106858599  0.0
3.6 -4.31753123683  -0.949447287131  4.47356566695  0.0
3.65 -4.38202659239  -0.948184438137  4.42612523647  0.0
3.7 -4.44672396005  -0.94689424031  4.3787486416  0.0
3.75 -4.51162876316  -0.945575834624  4.33143727152  0.0
3.8 -4.57674663935  -0.94422832709  4.28419255924  0.0
3.85 -4.64208345177  -0.942850787022  4.23701598339  0.0
3.9 -4.70764530095  -0.941442245209  4.18990907012  0.0
3.95 -4.77343853749  -0.940001691972  4.14287339503  0.0
4.0 -4.83946977564  -0.938528075119  4.0959105853  0.0
4.05 -4.90574590768  -0.937020297772  4.04902232184  0.0
4.1 -4.97227411941  -0.935477216063  4.00221034157  0.0
4.15 -5.03906190658  -0.933897636702  3.95547643986  0.0
4.2 -5.10611709261  -0.932280314387  3.90882247305  0.0
4.25 -5.17344784743  -0.930623949067  3.86225036111  0.0
4.3 -5.24106270777  -0.928927183032  3.81576209046  0.0
4.35 -5.3089705989  -0.927188597825  3.76935971696  0.0
4.4 -5.37718085792  -0.925406710968  3.72304536894  0.0
4.45 -5.44570325888  -0.923579972482  3.67682125061  0.0
4.5 -5.51454803973  -0.921706761181  3.63068964542  0.0
4.55 -5.5837259314  -0.919785380748  3.58465291977  0.0
4.6 -5.65324818909  -0.917814055553  3.53871352687  0.0
4.65 -5.7231266261  -0.915790926202  3.4928740108  0.0
4.7 -5.79337365031  -0.913714044808  3.44713701082  0.0
4.75 -5.86400230368  -0.911581369955  3.40150526593  0.0
4.8 -5.93502629897  -0.909390762208  3.35598161792  0.0
4.85 -6.0064600617  -0.907139979052  3.31056901526  0.0
4.9 -6.07831880496  -0.904826665229  3.26527052538  0.0
4.95 -6.15061856981  -0.902448348324  3.22008933641  0.0
5.0 -6.22337628468  -0.900002431847  3.17502876314  0.0
5.05 -6.29660983017  -0.897486187856  3.13009225344  0.0
5.1 -6.37033810972  -0.894896749095  3.08528339499  0.0
5.15 -6.4445811268  -0.892231100599  3.04060592253  0.0
5.2 -6.51936006939  -0.889486070734  2.99606372535  0.0
5.25 -6.59469740253  -0.886658321639  2.95166085546  0.0
5.3 -6.67061696988  -0.883744339023  2.90740153611  0.0
5.35 -6.74714410544  -0.880740421269  2.86329017085  0.0
5.4 -6.82430575643  -0.877642667805  2.81933135325  0.0
